TEST;FAULT_TYPE;COMPONENT;CLASS;FUNCTION;FAULT_POINT;ROUND_1;ASSERTION_R1;API_R1;ROUND_2;ASSERTION_R2;API_R2
Test_344;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;_create_instance+1170;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_345;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;delete+2171;self._delete_instance(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_346;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instance+1079;self.stats.update_stats_for_instance(instance, is_removed_instance);NO_FAILURE;;;NO_FAILURE;;
Test_347;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;instance_claim+225;self._update_usage_from_instance(context, instance, nodename);NO_FAILURE;;;NO_FAILURE;;
Test_348;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instance+1085;self.pci_tracker.update_pci_for_instance(context, instance, sign=sign);NO_FAILURE;;;NO_FAILURE;;
Test_349;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance+1565;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);FAILURE;; openstack server create ;FAILURE;; nova list 
Test_350;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_disconnect_volume+1195;vol_driver.disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_351;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/compute/api.py;API;_attach_volume+3707;self._check_attach_and_reserve_volume(context, volume_id, instance);FAILURE;; openstack server add volume ;NO_FAILURE;;
Test_352;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_connect_volume+1191;vol_driver.connect_volume(connection_info, disk_info, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_353;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume+1269;self._connect_volume(connection_info, disk_info, instance);NO_FAILURE;;;NO_FAILURE;;
Test_354;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup+1013;self._disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_355;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume+1275;self._check_discard_for_attach_volume(conf, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_356;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_deallocate_network+1680;self.network_api.deallocate_for_instance(context, instance, requested_networks=requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_357;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance+2432;self._notify_about_instance_usage(context, instance, 'delete.start');NO_FAILURE;;;NO_FAILURE;;
Test_358;OPENSTACK_MISSING_FUNCTION_CALL-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume+1269;self._connect_volume(connection_info, disk_info, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_359;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_disconnect_volume+1195;vol_driver.disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_360;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components+419;spec_obj._from_instance_numa_topology(numa_topology);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_361;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2298;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.SHUTDOWN, phase=fields.NotificationPhase.START);NO_FAILURE;;;NO_FAILURE;;
Test_362;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance+2128;self._update_scheduler_instance_info(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_363;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2296;self._notify_about_instance_usage(context, instance, 'shutdown.start');NO_FAILURE;;;NO_FAILURE;;
Test_364;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2385;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.SHUTDOWN, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_365;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance+2438;self._shutdown_instance(context, instance, bdms);NO_FAILURE;;;NO_FAILURE;;
Test_366;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;reboot_instance+3084;self._notify_about_instance_usage(context, instance, 'reboot.start');NO_FAILURE;;;NO_FAILURE;;
Test_367;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume+1269;self._connect_volume(connection_info, disk_info, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_368;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;do_terminate_instance+2509;self._delete_instance(context, instance, bdms);NO_FAILURE;;;NO_FAILURE;;
Test_369;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+756;rt.reportclient.delete_allocation_for_instance(instance.uuid);NO_FAILURE;;;NO_FAILURE;;
Test_370;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+760;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END);NO_FAILURE;;;NO_FAILURE;;
Test_371;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion+763;self._delete_scheduler_instance_info(context, instance.uuid);NO_FAILURE;;;NO_FAILURE;;
Test_372;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2383;self._notify_about_instance_usage(context, instance, 'shutdown.end');NO_FAILURE;;;NO_FAILURE;;
Test_373;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_create_instance+1170;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);FAILURE;; openstack server create ;NO_FAILURE;;
Test_374;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances+1200;self._update_usage_from_instance(context, instance, nodename, require_allocation_refresh=require_allocation_refresh);NO_FAILURE;;;NO_FAILURE;;
Test_375;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances+1203;self._remove_deleted_instances_allocations(context, cn);NO_FAILURE;;;NO_FAILURE;;
Test_376;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource+751;self._pair_instances_to_migrations(migrations, instances);NO_FAILURE;;;NO_FAILURE;;
Test_377;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_ephemeral_devices+3936;self._connect_volume(connection_info, info, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_378;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;update_usage+512;self._update_usage_from_instance(context, instance, nodename);NO_FAILURE;;;NO_FAILURE;;
Test_379;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource+745;self._update_usage_from_instances(context, instances, nodename);NO_FAILURE;;;NO_FAILURE;;
Test_380;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_hard_reboot+2969;self.compute_rpcapi.reboot_instance(context, instance=instance, block_device_info=None, reboot_type='HARD');FAILURE;; openstack server reboot ;NO_FAILURE;;
Test_381;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;_schedule_instances+633;scheduler_utils.setup_instance_group(context, request_spec);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_382;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup+1013;self._disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_383;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_populate_instance_for_create+1513;self._populate_instance_names(instance, num_instances);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_384;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances+1201;self.compute_rpcapi.build_and_run_instance(cctxt, instance=instance, image=image, request_spec=request_spec, filter_properties=filter_props, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, security_groups=legacy_secgroups, block_device_mapping=instance_bdms, host=host['host'], node=host['nodename'], limits=host['limits']);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_385;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance+1565;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_386;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_instance_disk_info_from_config+7407;return disk_info;NO_FAILURE;;;NO_FAILURE;;
Test_387;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;delete_instance_files+8190;return True;NO_FAILURE;;;NO_FAILURE;;
Test_388;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume+1275;self._check_discard_for_attach_volume(conf, instance);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_389;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;list_instances+746;return names;NO_FAILURE;;;NO_FAILURE;;
Test_390;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;get_device_name_for_instance+8245;return block_device.prepend_dev(disk_info['dev']);FAILURE;FAILURE_VOLUME_ATTACHED;;NO_FAILURE;;
Test_391;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/fields.py;VMMode;get_from_instance+613;return cls.canonicalize(mode);NO_FAILURE;;;NO_FAILURE;;
Test_392;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/request_spec.py;RequestSpec;_to_legacy_instance+319;return instance;NO_FAILURE;;;NO_FAILURE;;
Test_393;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_fault.py;InstanceFaultList;get_latest_by_instance_uuids+112;return base.obj_make_list(context, cls(context), objects.InstanceFault, db_faultlist);FAILURE;; nova list ;NO_FAILURE;;
Test_394;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_instance_capabilities+5585;return instance_caps;NO_FAILURE;;;NO_FAILURE;;
Test_395;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume+79;super(LibvirtISCSIVolumeDriver, self).disconnect_volume(connection_info, disk_dev, instance);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_396;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/block_device.py;BlockDeviceMappingList;instance_uuids+326;return set((bdm.instance_uuid for bdm in self if bdm.obj_attr_is_set('instance_uuid')));FAILURE;; openstack server create ;NO_FAILURE;;
Test_397;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/block_device.py;BlockDeviceMappingList;get_by_instance_uuids+348;return base.obj_make_list(context, cls(), objects.BlockDeviceMapping, (db_bdms or []));FAILURE;; openstack server create ;NO_FAILURE;;
Test_398;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;get_by_instance_uuid+179;return cls._from_db_object(context, cls(), db_req);FAILURE;; openstack server create ;NO_FAILURE;;
Test_399;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;get_new_instance+254;return instance;FAILURE;; openstack server create ;NO_FAILURE;;
Test_400;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/ec2.py;EC2Ids;get_by_instance+217;return cls._from_dict(cls(context), ec2_ids);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_401;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance.py;Instance;_make_instance_list+1204;return inst_list;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_402;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume+73;self.connector.disconnect_volume(connection_info['data'], None);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_403;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_mapping.py;InstanceMapping;_get_by_instance_uuid_from_db+68;return db_mapping;FAILURE;; openstack server create ;NO_FAILURE;;
Test_404;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_mapping.py;InstanceMapping;get_by_instance_uuid+73;return cls._from_db_object(context, cls(), db_mapping);FAILURE;; openstack server create ;NO_FAILURE;;
Test_405;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/image_meta.py;ImageMeta;from_instance+127;return cls.from_dict(image_meta);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_406;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;_get_by_instance_uuid_from_db+174;return db_req;FAILURE;; openstack server create ;NO_FAILURE;;
Test_407;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/compute/api.py;API;_attach_volume+3708;self.compute_rpcapi.attach_volume(context, instance, volume_bdm);FAILURE;; openstack server add volume ;NO_FAILURE;;
Test_408;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_create+734;return IMPL.instance_create(context, values);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_409;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_info_cache_update+951;return IMPL.instance_info_cache_update(context, instance_uuid, values);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_410;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_by_uuid+744;return IMPL.instance_get_by_uuid(context, uuid, columns_to_join);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_411;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_info_cache_delete+959;return IMPL.instance_info_cache_delete(context, instance_uuid);NO_FAILURE;;;NO_FAILURE;;
Test_412;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;block_device_mapping_get_all_by_instance_uuids+1319;return IMPL.block_device_mapping_get_all_by_instance_uuids(context, instance_uuids);NO_FAILURE;;;NO_FAILURE;;
Test_413;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_all_by_filters_sort+779;return IMPL.instance_get_all_by_filters_sort(context, filters, limit=limit, marker=marker, columns_to_join=columns_to_join, sort_keys=sort_keys, sort_dirs=sort_dirs);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_414;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_update_and_get_original+860;return rv;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_415;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_extra_get_by_instance_uuid+971;return IMPL.instance_extra_get_by_instance_uuid(context, instance_uuid, columns=columns);NO_FAILURE;;;NO_FAILURE;;
Test_416;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_get_all_by_host+2540;return _instances_fill_metadata(context, query.filter_by(host=host).all(), manual_joins=columns_to_join);NO_FAILURE;;;NO_FAILURE;;
Test_417;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;ec2_instance_get_by_uuid+6249;return result;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_418;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;ec2_instance_get_by_uuid+1988;return IMPL.ec2_instance_get_by_uuid(context, instance_uuid);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_419;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_extra_update_by_uuid+981;return IMPL.instance_extra_update_by_uuid(context, instance_uuid, updates);NO_FAILURE;;;NO_FAILURE;;
Test_420;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_all_by_filters+766;return IMPL.instance_get_all_by_filters(context, filters, sort_key, sort_dir, limit=limit, marker=marker, columns_to_join=columns_to_join);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_421;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network+2250;self._deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_422;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info+1319;compute_utils.refresh_info_cache_for_instance(context, instance);NO_FAILURE;;;NO_FAILURE;;
Test_423;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_get_by_uuid+1922;return result;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_424;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_build_instance_get+1961;return query;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_425;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_get_all_by_host_and_node+2568;return _instances_fill_metadata(context, _instance_get_all_query(context, joins=columns_to_join).filter_by(host=host).filter_by(node=node).all(), manual_joins=manual_joins);NO_FAILURE;;;NO_FAILURE;;
Test_426;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_fault_get_by_instance_uuids+6026;return {};NO_FAILURE;;;NO_FAILURE;;
Test_427;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_ec2_instance_get_query+6273;return model_query(context, models.InstanceIdMapping, read_deleted='yes');FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_428;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_fault_get_by_instance_uuids+6075;return output;NO_FAILURE;;;NO_FAILURE;;
Test_429;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_update_and_get_original+2665;return (copy.copy(instance_ref), _instance_update(context, instance_uuid, values, expected, original=instance_ref));FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_430;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update+2816;return instance_ref;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_431;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_info_cache_update+2890;return info_cache;FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_432;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_system_metadata_get_multi+5365;return [];FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_433;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;create+637;req.cache_db_instances(instances);FAILURE;; openstack server create ;NO_FAILURE;;
Test_434;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance+2333;self._try_deallocate_network(context, instance, requested_networks);NO_FAILURE;;;NO_FAILURE;;
Test_435;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object+162;req._load_instance(db_req['instance']);FAILURE;; openstack server create ;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_436;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/objects/instance.py;Instance;_handle_cell_update_from_api+749;db.instance_extra_update_by_uuid(context, self.uuid, self._extra_values_to_save);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_437;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_get_sec_group_models+1830;ec2_instance_create(context, instance_ref['uuid']);FAILURE;FAILURE_INSTANCE_ACTIVE;;FAILURE;FAILURE_INSTANCE_ACTIVE;
Test_438;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update+2811;_instance_metadata_update_in_place(context, instance_ref, 'system_metadata', models.InstanceSystemMetadata, system_metadata);FAILURE;FAILURE_INSTANCE_ACTIVE;;NO_FAILURE;;
Test_439;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server+347;req.cache_db_instance(instance);FAILURE;; openstack server create ;NO_FAILURE;;
